may 29th

hypernetwork code results in output shape of (32,32,3).

Therfore 1st and the last cnn layer does not include hypernetwork.

Name                                          | Label      |        PC1 |        PC2
zs_unetblocks.10.z_list.61                    | unetblock  |    0.92430 |    0.74977
zs_unetblocks.10.z_list.62                    | unetblock  |   -0.27601 |   -0.39784
zs_unetblocks.10.z_list.63                    | unetblock  |    2.24505 |    0.15048
zs_unetblocks.11.z_list.0                     | unetblock  |    1.90694 |    0.89521
zs_unetblocks.11.z_list.1                     | unetblock  |   -2.49497 |   -0.61905
zs_unetblocks.11.z_list.2                     | unetblock  |    0.08037 |   -1.05175
zs_unetblocks.11.z_list.3                     | unetblock  |    0.24451 |    2.85954
zs_unetblocks.11.z_list.4                     | unetblock  |   -0.65841 |    1.79929
zs_unetblocks.11.z_list.5                     | unetblock  |   -0.03239 |   -0.86396
zs_unetblocks.11.z_list.6                     | unetblock  |   -0.08246 |    1.50177
zs_unetblocks.11.z_list.7                     | unetblock  |   -1.14146 |    0.18712
zs_unetblocks.11.z_list.8                     | unetblock  |   -0.25227 |   -1.90169
zs_unetblocks.11.z_list.9                     | unetblock  |    1.35196 |   -0.45546
zs_unetblocks.11.z_list.10                    | unetblock  |    1.85348 |    0.77698
zs_unetblocks.11.z_list.11                    | unetblock  |   -0.08271 |   -1.81626
zs_unetblocks.11.z_list.12                    | unetblock  |   -1.10913 |   -0.78832
zs_unetblocks.11.z_list.13                    | unetblock  |    1.13803 |   -0.10160
zs_unetblocks.11.z_list.14                    | unetblock  |   -0.81738 |   -0.51979
zs_unetblocks.11.z_list.15                    | unetblock  |   -0.84668 |   -0.33101
zs_unetblocks.11.z_list.16                    | unetblock  |   -1.69563 |   -0.64806
zs_unetblocks.11.z_list.17                    | unetblock  |    0.55077 |   -0.10166
zs_unetblocks.11.z_list.18                    | unetblock  |    0.07064 |   -0.20447
zs_unetblocks.11.z_list.19                    | unetblock  |   -1.53709 |    0.69672
zs_unetblocks.11.z_list.20                    | unetblock  |    1.92626 |    0.10848
zs_unetblocks.11.z_list.21                    | unetblock  |    2.32639 |   -0.73274
zs_unetblocks.11.z_list.22                    | unetblock  |   -0.17377 |    0.36565
zs_unetblocks.11.z_list.23                    | unetblock  |   -0.34507 |    1.01733
zs_unetblocks.11.z_list.24                    | unetblock  |   -1.71565 |   -1.48600
zs_unetblocks.11.z_list.25                    | unetblock  |    1.89569 |    1.80343
zs_unetblocks.11.z_list.26                    | unetblock  |   -0.45214 |    1.28997
zs_unetblocks.11.z_list.27                    | unetblock  |   -1.43371 |    1.31615
zs_unetblocks.11.z_list.28                    | unetblock  |   -1.62626 |   -1.24782
zs_unetblocks.11.z_list.29                    | unetblock  |    0.48006 |   -0.16955
zs_unetblocks.11.z_list.30                    | unetblock  |    0.48750 |   -1.48588
zs_unetblocks.11.z_list.31                    | unetblock  |    0.62958 |   -0.51457
zs_unetblocks.12.z_list.0                     | unetblock  |    0.26866 |   -1.37288
zs_unetblocks.12.z_list.1                     | unetblock  |   -0.80083 |   -0.10098
zs_unetblocks.12.z_list.2                     | unetblock  |    1.57777 |    1.16772
zs_unetblocks.12.z_list.3                     | unetblock  |    0.89107 |   -0.54724
zs_unetblocks.12.z_list.4                     | unetblock  |   -0.23459 |   -1.47003
zs_unetblocks.12.z_list.5                     | unetblock  |   -0.12966 |    1.04943
zs_unetblocks.12.z_list.6                     | unetblock  |   -1.10476 |   -0.68858
zs_unetblocks.12.z_list.7                     | unetblock  |    0.39347 |    1.24927
zs_unetblocks.12.z_list.8                     | unetblock  |   -0.47034 |    0.16110
zs_unetblocks.12.z_list.9                     | unetblock  |    0.01702 |   -2.70790
zs_unetblocks.12.z_list.10                    | unetblock  |   -2.12469 |    1.03939
zs_unetblocks.12.z_list.11                    | unetblock  |   -0.68187 |    0.90091
zs_unetblocks.12.z_list.12                    | unetblock  |   -1.10302 |   -0.16258
zs_unetblocks.12.z_list.13                    | unetblock  |   -0.31784 |    0.98461
zs_unetblocks.12.z_list.14                    | unetblock  |   -1.83318 |   -0.02169
zs_unetblocks.12.z_list.15                    | unetblock  |   -1.89184 |    0.44683
zs_unetblocks.13.z_list.0                     | unetblock  |   -1.15310 |    0.22787
zs_unetblocks.13.z_list.1                     | unetblock  |   -0.48268 |   -0.34898
zs_unetblocks.13.z_list.2                     | unetblock  |   -6.53122 |   -7.21383
zs_unetblocks.13.z_list.3                     | unetblock  |   18.00104 |    2.18491
zs_unetblocks.13.z_list.4                     | unetblock  |    0.44081 |    1.12106
zs_unetblocks.13.z_list.5                     | unetblock  |   -2.16345 |   -1.84671
zs_unetblocks.13.z_list.6                     | unetblock  |    0.83979 |   -1.02378
zs_unetblocks.13.z_list.7                     | unetblock  |    4.49976 |  -11.70558
zs_unetblocks.14.z_list.0                     | unetblock  |    1.01698 |    0.02084
zs_unetblocks.14.z_list.1                     | unetblock  |   -0.65791 |    0.61807
zs_unetblocks.14.z_list.2                     | unetblock  |   -3.01203 |   -2.11057
zs_unetblocks.14.z_list.3                     | unetblock  |   -0.65694 |    0.63203
zs_unetblocks.15.z_list.0                     | unetblock  |   -1.57544 |   -0.27614
zs_unetblocks.15.z_list.1                     | unetblock  |    1.42107 |    0.03696
zs_unetblocks.16.z_list.0                     | unetblock  |    1.30153 |    0.62685
zs_upconv.0.z_list.0                          | upconv     |    1.19730 |    0.70863
zs_upconv.0.z_list.1                          | upconv     |    0.64471 |   -0.33800
zs_upconv.0.z_list.2                          | upconv     |   -1.41168 |   -0.46231
zs_upconv.0.z_list.3                          | upconv     |   -1.18864 |    0.93126
zs_upconv.0.z_list.4                          | upconv     |   -0.52486 |    0.47211
zs_upconv.0.z_list.5                          | upconv     |    0.22953 |   -0.33315
zs_upconv.0.z_list.6                          | upconv     |    0.72566 |    0.24245
zs_upconv.0.z_list.7                          | upconv     |    1.16962 |    0.71658
zs_upconv.0.z_list.8                          | upconv     |   -1.01442 |   -0.43040
zs_upconv.0.z_list.9                          | upconv     |   -1.80877 |    0.75280
zs_upconv.0.z_list.10                         | upconv     |   -0.89155 |    1.33582
zs_upconv.0.z_list.11                         | upconv     |    0.41669 |   -0.45198
zs_upconv.0.z_list.12                         | upconv     |    0.13704 |    0.68132
zs_upconv.0.z_list.13                         | upconv     |   -0.48548 |   -1.83419
zs_upconv.0.z_list.14                         | upconv     |   -0.33583 |    0.64323
zs_upconv.0.z_list.15                         | upconv     |    1.10050 |    1.12330
zs_upconv.0.z_list.16                         | upconv     |    0.13362 |   -0.65228
zs_upconv.0.z_list.17                         | upconv     |    0.67390 |   -0.24714
zs_upconv.0.z_list.18                         | upconv     |   -0.16873 |   -0.22051
zs_upconv.0.z_list.19                         | upconv     |    1.48679 |   -0.80121
zs_upconv.0.z_list.20                         | upconv     |   -0.21145 |   -0.14101
zs_upconv.0.z_list.21                         | upconv     |   -0.48951 |    0.23843
zs_upconv.0.z_list.22                         | upconv     |   -0.45535 |    0.41782
zs_upconv.0.z_list.23                         | upconv     |    1.71470 |    2.41941
zs_upconv.0.z_list.24                         | upconv     |   -0.30044 |   -0.86232
zs_upconv.0.z_list.25                         | upconv     |    1.20730 |   -0.75203
zs_upconv.0.z_list.26                         | upconv     |   -0.36226 |   -0.50585
zs_upconv.0.z_list.27                         | upconv     |    1.66185 |   -0.43117
zs_upconv.0.z_list.28                         | upconv     |    1.29221 |   -0.74838
zs_upconv.0.z_list.29                         | upconv     |    0.48483 |    0.22444
zs_upconv.0.z_list.30                         | upconv     |   -0.43956 |    0.18832
zs_upconv.0.z_list.31                         | upconv     |    0.53452 |    1.26057
zs_upconv.0.z_list.32                         | upconv     |    0.07838 |   -0.31047
zs_upconv.0.z_list.33                         | upconv     |    1.05716 |    2.93943
zs_upconv.0.z_list.34                         | upconv     |    0.77904 |    1.88625
zs_upconv.0.z_list.35                         | upconv     |    0.83995 |    0.43147
zs_upconv.0.z_list.36                         | upconv     |   -0.20719 |    0.19533
zs_upconv.0.z_list.37                         | upconv     |    1.40254 |   -0.57978
zs_upconv.0.z_list.38                         | upconv     |   -2.14040 |    0.10552
zs_upconv.0.z_list.39                         | upconv     |    0.82161 |    0.69611
zs_upconv.0.z_list.40                         | upconv     |    1.12309 |   -0.99637
zs_upconv.0.z_list.41                         | upconv     |    1.22480 |   -0.48671
zs_upconv.0.z_list.42                         | upconv     |    0.13384 |    0.44500
zs_upconv.0.z_list.43                         | upconv     |    0.47572 |   -0.68199
zs_upconv.0.z_list.44                         | upconv     |    1.08107 |   -1.02279
zs_upconv.0.z_list.45                         | upconv     |    0.74113 |   -1.94091
zs_upconv.0.z_list.46                         | upconv     |    1.74893 |    0.53318
zs_upconv.0.z_list.47                         | upconv     |   -1.71809 |    0.62091
zs_upconv.0.z_list.48                         | upconv     |   -2.16733 |   -1.07179
zs_upconv.0.z_list.49                         | upconv     |   -0.32227 |    0.87022
zs_upconv.0.z_list.50                         | upconv     |    0.00760 |   -0.17239
zs_upconv.0.z_list.51                         | upconv     |   -0.36913 |    0.36829
zs_upconv.0.z_list.52                         | upconv     |   -0.37096 |   -0.07705
zs_upconv.0.z_list.53                         | upconv     |   -1.77558 |    0.19640
zs_upconv.0.z_list.54                         | upconv     |   -1.17695 |   -0.47659
zs_upconv.0.z_list.55                         | upconv     |    0.49368 |   -0.45232
zs_upconv.0.z_list.56                         | upconv     |   -0.45121 |   -0.79705
zs_upconv.0.z_list.57                         | upconv     |   -0.02865 |   -0.92963
zs_upconv.0.z_list.58                         | upconv     |   -0.01536 |   -1.49630
zs_upconv.0.z_list.59                         | upconv     |   -0.13359 |    1.08281
zs_upconv.0.z_list.60                         | upconv     |   -0.82373 |   -0.76239
zs_upconv.0.z_list.61                         | upconv     |   -0.11634 |   -0.50305
zs_upconv.0.z_list.62                         | upconv     |    2.81412 |   -2.10170
zs_upconv.0.z_list.63                         | upconv     |   -0.89537 |   -0.10873
zs_upconv.0.z_list.64                         | upconv     |    0.47705 |    0.61142
zs_upconv.0.z_list.65                         | upconv     |    0.93763 |    0.88600
zs_upconv.0.z_list.66                         | upconv     |   -0.95993 |    1.05328
zs_upconv.0.z_list.67                         | upconv     |    0.87683 |   -1.34191
zs_upconv.0.z_list.68                         | upconv     |   -0.35184 |   -0.50210
zs_upconv.0.z_list.69                         | upconv     |    1.21838 |   -0.28257
zs_upconv.0.z_list.70                         | upconv     |   -0.19500 |   -1.44817
zs_upconv.0.z_list.71                         | upconv     |    0.46931 |   -0.53641
zs_upconv.0.z_list.72                         | upconv     |   -0.92709 |    0.73845
zs_upconv.0.z_list.73                         | upconv     |    0.61536 |   -1.22009
zs_upconv.0.z_list.74                         | upconv     |    0.61969 |   -0.37266
zs_upconv.0.z_list.75                         | upconv     |    0.19944 |    0.43202
zs_upconv.0.z_list.76                         | upconv     |   -0.05626 |    2.32055
zs_upconv.0.z_list.77                         | upconv     |   -0.80691 |   -0.00402
zs_upconv.0.z_list.78                         | upconv     |   -0.02523 |    1.29631
zs_upconv.0.z_list.79                         | upconv     |    0.87394 |   -0.17134
zs_upconv.0.z_list.80                         | upconv     |    0.54947 |   -0.41570
zs_upconv.0.z_list.81                         | upconv     |    0.53892 |   -0.64842
zs_upconv.0.z_list.82                         | upconv     |   -1.54606 |    0.26385
zs_upconv.0.z_list.83                         | upconv     |    0.94045 |    0.39448
zs_upconv.0.z_list.84                         | upconv     |   -0.15488 |    0.56780
zs_upconv.0.z_list.85                         | upconv     |   -0.72485 |   -0.31072
zs_upconv.0.z_list.86                         | upconv     |   -1.74539 |    2.30993
zs_upconv.0.z_list.87                         | upconv     |   -1.60478 |    0.42011
zs_upconv.0.z_list.88                         | upconv     |   -0.26439 |    0.71137
zs_upconv.0.z_list.89                         | upconv     |   -0.33204 |   -0.27976
zs_upconv.0.z_list.90                         | upconv     |    0.27750 |    1.40743
zs_upconv.0.z_list.91                         | upconv     |    0.87905 |   -1.00752
zs_upconv.0.z_list.92                         | upconv     |    0.66768 |    0.15672
zs_upconv.0.z_list.93                         | upconv     |   -0.53619 |    1.32606
zs_upconv.0.z_list.94                         | upconv     |    0.36172 |    1.77984
zs_upconv.0.z_list.95                         | upconv     |   -1.05147 |    1.14169
zs_upconv.0.z_list.96                         | upconv     |   -1.84553 |    0.09879
zs_upconv.0.z_list.97                         | upconv     |   -1.15172 |   -1.79833
zs_upconv.0.z_list.98                         | upconv     |   -0.24047 |    0.53413
zs_upconv.0.z_list.99                         | upconv     |   -1.42084 |    1.37920
zs_upconv.0.z_list.100                        | upconv     |    0.05984 |    0.24775
zs_upconv.0.z_list.101                        | upconv     |    1.61071 |   -0.76423
zs_upconv.0.z_list.102                        | upconv     |   -0.68874 |   -0.44429
zs_upconv.0.z_list.103                        | upconv     |    0.18347 |    1.13232
zs_upconv.0.z_list.104                        | upconv     |    1.61014 |    0.77108
zs_upconv.0.z_list.105                        | upconv     |    0.02160 |    1.93345
zs_upconv.0.z_list.106                        | upconv     |   -0.11936 |   -1.32774
zs_upconv.0.z_list.107                        | upconv     |    0.54599 |    0.68416
zs_upconv.0.z_list.108                        | upconv     |    0.29681 |   -0.47827
zs_upconv.0.z_list.109                        | upconv     |    0.12499 |   -1.05198
zs_upconv.0.z_list.110                        | upconv     |    0.63123 |    0.11099
zs_upconv.0.z_list.111                        | upconv     |   -0.57699 |    0.30400
zs_upconv.0.z_list.112                        | upconv     |    1.48249 |   -0.13772
zs_upconv.0.z_list.113                        | upconv     |   -0.39035 |   -0.89457
zs_upconv.0.z_list.114                        | upconv     |   -1.85150 |    1.59819
zs_upconv.0.z_list.115                        | upconv     |   -0.58929 |   -1.12637
zs_upconv.0.z_list.116                        | upconv     |    0.17662 |   -0.76294
zs_upconv.0.z_list.117                        | upconv     |    0.18285 |   -0.50712
zs_upconv.0.z_list.118                        | upconv     |   -0.39307 |    1.20059
zs_upconv.0.z_list.119                        | upconv     |    0.68667 |    1.33041
zs_upconv.0.z_list.120                        | upconv     |    0.65308 |   -0.81444
zs_upconv.0.z_list.121                        | upconv     |    0.37904 |   -1.49938
zs_upconv.0.z_list.122                        | upconv     |    2.42943 |   -1.27566
zs_upconv.0.z_list.123                        | upconv     |   -0.29963 |   -0.45005
zs_upconv.0.z_list.124                        | upconv     |    0.33738 |    0.93412
zs_upconv.0.z_list.125                        | upconv     |    0.09100 |   -1.26686
zs_upconv.0.z_list.126                        | upconv     |   -2.42470 |   -1.79183
zs_upconv.0.z_list.127                        | upconv     |   -0.03802 |    1.06847
zs_upconv.1.z_list.0                          | upconv     |    1.23646 |    2.25174
zs_upconv.1.z_list.1                          | upconv     |   -1.36290 |   -0.44732
zs_upconv.1.z_list.2                          | upconv     |    0.26799 |    0.71362
zs_upconv.1.z_list.3                          | upconv     |    0.05706 |    1.02449
zs_upconv.1.z_list.4                          | upconv     |   -1.19638 |   -1.16969
zs_upconv.1.z_list.5                          | upconv     |    0.20376 |    0.92535
zs_upconv.1.z_list.6                          | upconv     |   -0.79367 |   -1.71777
zs_upconv.1.z_list.7                          | upconv     |    0.26835 |    0.42913
zs_upconv.1.z_list.8                          | upconv     |    0.02554 |   -0.44819
zs_upconv.1.z_list.9                          | upconv     |   -2.01506 |   -1.72435
zs_upconv.1.z_list.10                         | upconv     |    1.42138 |   -0.97976
zs_upconv.1.z_list.11                         | upconv     |   -0.18056 |   -1.35037
zs_upconv.1.z_list.12                         | upconv     |   -0.30477 |    0.09207
zs_upconv.1.z_list.13                         | upconv     |    0.31292 |   -0.51744
zs_upconv.1.z_list.14                         | upconv     |    0.46417 |   -0.99542
zs_upconv.1.z_list.15                         | upconv     |   -0.25363 |   -1.19397
zs_upconv.1.z_list.16                         | upconv     |    0.10941 |    1.59731
zs_upconv.1.z_list.17                         | upconv     |   -1.14676 |   -1.28711
zs_upconv.1.z_list.18                         | upconv     |    0.52955 |   -1.87642
zs_upconv.1.z_list.19                         | upconv     |   -0.04985 |   -0.49482
zs_upconv.1.z_list.20                         | upconv     |   -1.47010 |   -0.08944
zs_upconv.1.z_list.21                         | upconv     |   -1.28272 |    3.91064
zs_upconv.1.z_list.22                         | upconv     |    0.11396 |    1.39015
zs_upconv.1.z_list.23                         | upconv     |    0.20725 |    0.59368
zs_upconv.1.z_list.24                         | upconv     |   -0.86651 |   -0.10341
zs_upconv.1.z_list.25                         | upconv     |   -1.62544 |   -0.53205
zs_upconv.1.z_list.26                         | upconv     |   -1.21179 |   -0.99942
zs_upconv.1.z_list.27                         | upconv     |   -0.27985 |    1.23920
zs_upconv.1.z_list.28                         | upconv     |    0.35594 |   -0.70970
zs_upconv.1.z_list.29                         | upconv     |   -0.52537 |    1.62867
zs_upconv.1.z_list.30                         | upconv     |    0.22151 |    0.85210
zs_upconv.1.z_list.31                         | upconv     |   -2.10657 |   -0.39353
zs_upconv.2.z_list.0                          | upconv     |   -0.56947 |   -0.34930
zs_upconv.2.z_list.1                          | upconv     |   -0.65606 |    0.34596
zs_upconv.2.z_list.2                          | upconv     |    1.72169 |    0.89133
zs_upconv.2.z_list.3                          | upconv     |    0.42333 |    0.64613
zs_upconv.2.z_list.4                          | upconv     |    1.00460 |    1.34185
zs_upconv.2.z_list.5                          | upconv     |    0.24141 |   -0.78839
zs_upconv.2.z_list.6                          | upconv     |   -0.30803 |   -1.05233
zs_upconv.2.z_list.7                          | upconv     |    0.39857 |    0.25145
zs_upconv.3.z_list.0                          | upconv     |   -0.00196 |   -0.52914
zs_upconv.3.z_list.1                          | upconv     |    0.05454 |   -0.23990
